CHARTER NO,NAME,CITY,STATE,CERT,RSSD
18045,State Street Bank and Trust Company National Association,New York,NY,24938,93619
1354,"NBT Bank, National Association",Norwich,NY,7230,702117
12018,The Upstate National Bank,Ogdensburg,NY,13748,313009
24981,"Morgan Stanley Private Bank, National Association",Purchase,NY,34221,2489805
21530,Saratoga National Bank and Trust Company,Saratoga Springs,NY,27290,1211371
12810,Savannah Bank National Association,Savannah,NY,14619,647414
14680,First National Bank of Scotia,Scotia,NY,11501,472616
412,Cayuga Lake National Bank,Union Springs,NY,6954,63201
5425,Liberty National Bank,Ada,OH,6516,130813
2302,The First National Bank of Bellevue,Bellevue,OH,6528,243414
8588,The First National Bank of Blanchester,Blanchester,OH,6530,735414
11573,The Citizens National Bank of Bluffton,Bluffton,OH,6531,738013
22594,Credit First National Association,Brook Park,OH,33855,2122997
3654,The Farmers' National Bank of Canfield,Canfield,OH,6540,680813
25190,"Fifth Third Bank, National Association",Cincinnati,OH,6672,723112
24,U.S. Bank National Association,Cincinnati,OH,6548,504713
14761,KeyBank National Association,Cleveland,OH,17534,280110
22926,"The Private Trust Company, National Association",Cleveland,OH,34057,2328285
8,"JPMorgan Chase Bank, National Association",Columbus,OH,628,852218
7745,The Huntington National Bank,Columbus,OH,6560,12311
25160,"United Midwest Savings Bank, National Association",Degraff,OH,32441,809276
13802,The First National Bank of Dennison,Dennison,OH,6574,935719
25025,"First Federal Community Bank, National Association",Dover,OH,29787,540775
7518,"Community First Bank, National Association",Forest,OH,6584,579319
86,The First National Bank of Germantown,Germantown,OH,6592,505916
13944,Greenville National Bank,Greenville,OH,13703,295011
25093,"National Cooperative Bank, N.A.",Hillsboro,OH,32612,99376
2449,The Merchants National Bank,Hillsboro,OH,6605,701222
22281,"The Trust Company of Toledo, National Association",Holland,OH,33239,1820979
9536,Kingston National Bank,Kingston,OH,6616,966722
8709,1st National Bank,Lebanon,OH,6646,480723
2360,LCNB National Bank,Lebanon,OH,6623,785923
2036,The Vinton County National Bank,McArthur,OH,6636,754826
5259,The Citizens National Bank of McConnelsville,McConnelsville,OH,6638,685023
46,The First National Bank of McConnelsville,McConnelsville,OH,6637,44929
15543,Consumers National Bank,Minerva,OH,19482,477321
14294,First National Bank in New Bremen,New Bremen,OH,14836,204826
9179,The Park National Bank,Newark,OH,6653,489623
11343,The First National Bank of Pandora,Pandora,OH,6671,571920
9815,Home National Bank,Racine,OH,6680,79127
2488,The First Central National Bank of St. Paris,St. Paris,OH,15214,538222
11383,The First National Bank of Sycamore,Sycamore,OH,6706,553926
24264,"Signature Bank, National Association",Toledo,OH,57269,3076604
24685,"Waterford Bank, National Association",Toledo,OH,58433,3588424
18783,The First Citizens National Bank of Upper Sandusky,Upper Sandusky,OH,14355,230423
5635,The First National Bank of Waverly,Waverly,OH,6725,263627
13198,The National Bank of Adams County of West Union,West Union,OH,6728,290922
13847,The Citizens National Bank of Woodsfield,Woodsfield,OH,6732,386825
25137,"CFBank, National Association",Worthington,OH,28263,767974
12591,"Vision Bank, National Association",Ada,OK,4029,241157
12152,"BancCentral, National Association",Alva,OK,4033,251352
13677,First National Bank and Trust Company of Ardmore,Ardmore,OK,4037,984258
7115,The First National Bank and Trust Company of Broken Arrow,Broken Arrow,OK,4050,145554
17269,Mccurtain County National Bank,Broken Bow,OK,23798,423159
10051,The Peoples National Bank of Checotah,Checotah,OK,4059,942454
5547,The First National Bank and Trust Co.,Chickasha,OK,4062,154154
12529,"Shamrock Bank, National Association",Coalgate,OK,4236,300353
14005,First Texoma National Bank,Durant,OK,13905,388155
9952,First National Bank & Trust,Elk City,OK,4086,114457
23049,Great Plains National Bank,Elk City,OK,34207,2482824
12044,"Stride Bank, National Association",Enid,OK,4091,278555
14315,The Security National Bank of Enid,Enid,OK,14966,119153
9767,The Farmers and Merchants National Bank of Fairview,Fairview,OK,4097,73152
12141,The First National Bank of Fletcher,Fletcher,OK,4098,185251
9888,First National Bank,Heavener,OK,4111,195456
10566,The First National Bank of Hooker,Hooker,OK,4123,816256
14578,Security First National Bank of Hugo,Hugo,OK,432,422657
11913,The Idabel National Bank,Idabel,OK,4241,237954
14546,"FSNB, National Association",Lawton,OK,16416,125154
23516,Liberty National Bank,Lawton,OK,11522,68756
5753,"The City National Bank and Trust Company of Lawton, Oklahoma",Lawton,OK,4132,294751
6171,The First National Bank of Lindsay,Lindsay,OK,4134,296858
20838,The First National Bank in Marlow,Marlow,OK,26260,17259
5052,First National Bank & Trust Company of McAlester,McAlester,OK,4145,830355
13770,The Bank National Association,McAlester,OK,4146,829050
5252,The First National Bank and Trust Company of Miami,Miami,OK,4148,837158
18233,Community National Bank of Okarche,Okarche,OK,25161,371559
10913,First National Bank in Okeene,Okeene,OK,4161,310950
11397,First National Bank of Oklahoma,Oklahoma City,OK,4211,525053
16405,"Quail Creek Bank, National Association",Oklahoma City,OK,21848,507152
11001,The First National Bank and Trust Company of Okmulgee,Okmulgee,OK,4170,634955
7892,The Pauls Valley National Bank,Pauls Valley,OK,4173,454658
12158,The Central National Bank of Poteau,Poteau,OK,4181,459354
9987,"SNB Bank, National Association",Shattuck,OK,4196,394156
18430,First National Bank and Trust Company,Shawnee,OK,25738,396253
7217,The First National Bank of Stigler,Stigler,OK,4199,319458
12095,Stroud National Bank,Stroud,OK,4204,521952
13679,"BOKF, National Association",Tulsa,OK,4214,339858
17926,"Triad Bank, National Association",Tulsa,OK,24677,283652
17174,"Vast Bank, National Association",Tulsa,OK,23737,347956
4704,The First National Bank and Trust Company of Vinita,Vinita,OK,4218,288358
12094,The First Farmers National Bank of Waurika,Waurika,OK,4222,353957
15407,First National Bank and Trust Company of Weatherford,Weatherford,OK,19263,538950
23412,"U.S. Bank Trust Company, National Association",Portland,OR,34588,2567123
21060,"Pioneer Trust Bank, National Association",Salem,OR,19827,852973
5481,The Farmers National Bank of Emlenton,Emlenton,PA,7875,119528
2515,The Ephrata National Bank,Ephrata,PA,7493,425911
9480,First United National Bank,Fryburg,PA,7886,127224
249,First National Bank of Pennsylvania,Greenville,PA,7888,379920
24475,First National Trust Company,Hermitage,PA,57793,3229875
644,The Honesdale National Bank,Honesdale,PA,7526,465618
5073,"NexTier Bank, National Association",Kittanning,PA,7900,18827
24891,"Fulton Bank, National Association",Lancaster,PA,7551,474919
3147,The National Bank of Malvern,Malvern,PA,7590,977616
24121,"Vanguard National Trust Company, National Association",Malvern,PA,57304,3045383
12471,The Neffs National Bank,Neffs,PA,7646,144913
324,The First National Bank and Trust Company of Newtown,Newtown,PA,7658,1007417
7005,The Northumberland National Bank,Northumberland,PA,7666,70414
25153,"Malvern Bank, National Association",Paoli,PA,27861,676478
23864,"The Glenmede Trust Company, National Association",Philadelphia,PA,35317,2826017
6301,"BNY Mellon, National Association",Pittsburgh,PA,7946,934329
9803,The Turbotville National Bank,Turbotville,PA,7789,906410
24257,Freedom National Bank,Greenville,RI,57254,3051432
24571,"Citizens Bank, National Association",Providence,RI,57957,3303298
10536,The Conway National Bank,Conway,SC,2102,631422
10680,First National Bank of South Carolina,Holly Hill,SC,2107,347022
24861,Coastal Carolina National Bank,Myrtle Beach,SC,58864,3821822
12877,DNB National Bank,Clear Lake,SD,3977,401559
23226,Security National Bank of South Dakota,Dakota Dunes,SD,34394,2529176
14252,First National Bank,Fort Pierre,SD,14712,355858
8624,The First National Bank of Frederick,Frederick,SD,3985,288152
23771,Cortrust Bank National Association,Mitchell,SD,6063,61355
21793,First National Bank,Oldham,SD,25894,944355
10637,First National Bank in Philip,Philip,SD,3999,538754
24798,"Black Hills Community Bank, National Association",Rapid City,SD,58723,3636428
1461,"Citibank, N.A.",Sioux Falls,SD,7213,476810
24622,Department Stores National Bank,Sioux Falls,SD,58180,3382547
25195,"MetaBank, National Association",Sioux Falls,SD,30776,435077
23253,TCF National Bank,Sioux Falls,SD,28330,266271
3393,The First National Bank in Sioux Falls,Sioux Falls,SD,4016,326858
23604,U.S. Bank Trust National Association SD,Sioux Falls,SD,34813,2667920
1,"Wells Fargo Bank, National Association",Sioux Falls,SD,3511,451965
2068,First Dakota National Bank,Yankton,SD,4028,441256
15417,Community National Bank,Dayton,TN,19272,785932
5263,First Citizens National Bank,Dyersburg,TN,4972,133850
15550,First National Bank of Tennessee,Livingston,TN,19502,283737
2221,The First National Bank of Middle Tennessee,McMinnville,TN,4952,87234
8039,The First National Bank of Oneida,Oneida,TN,4958,966731
14619,First National Bank of Pulaski,Pulaski,TN,15572,972732
16076,Citizens National Bank,Sevierville,TN,20954,717737
23834,"Citizens Bank, National Association",Abilene,TX,12309,617051
4166,"First Financial Bank, National Association",Abilene,TX,3066,470050
24421,"First Financial Trust & Asset Management Company, National Association",Abilene,TX,57757,3213735
3248,First National Bank Albany/Breckenridge,Albany,TX,3067,340751
14905,First National Bank of Alvin,Alvin,TX,18282,354057
24693,"Texas Advantage Community Bank, National Association",Alvin,TX,58450,3485215
14206,Amarillo National Bank,Amarillo,TX,14531,353555
16625,Anahuac National Bank,Anahuac,TX,22381,424352
7337,First National Bank of Anderson,Anderson,TX,3075,362155
14788,The National Bank of Andrews,Andrews,TX,17603,488653
6091,The First National Bank of Anson,Anson,TX,3078,366359
25154,"Affiliated Bank, National Association",Arlington,TX,34885,965789
24343,Worthington National Bank,Arlington,TX,57414,3150205
5786,The First National Bank of Aspermont,Aspermont,TX,3079,138257
24744,"Business Bank of Texas, National Association",Austin,TX,58545,3606971
23183,"Keystone Bank, National Association",Austin,TX,34456,1429028
25144,First National Bank Baird,Baird,TX,3086,75558
3533,The First National Bank of Ballinger,Ballinger,TX,3087,160454
4093,The First National Bank of Bastrop,Bastrop,TX,3091,18050
12898,"CommunityBank of Texas, National Association",Beaumont,TX,3363,774262
7524,"Cendera Bank, National Association",Bells,TX,3098,89957
4241,The First National Bank of Bellville,Bellville,TX,3099,91754
12543,The State National Bank of Big Spring,Big Spring,TX,3103,169354
4265,"Legend Bank, National Association",Bowie,TX,3108,100357
7827,The Brady National Bank,Brady,TX,3109,101952
8573,The Commercial National Bank of Brady,Brady,TX,3110,42354
24153,"Bank of Brenham, National Association",Brenham,TX,57102,3042234
13678,The Brenham National Bank,Brenham,TX,3113,227357
14273,Citizens National Bank at Brownwood,Brownwood,TX,14779,233358
17001,First National Bank of Burleson,Burleson,TX,23430,240954
5484,Citizens National Bank,Cameron,TX,3127,59352
13731,"Classic Bank, National Association",Cameron,TX,3126,182951
17967,Panola National Bank,Carthage,TX,24763,1013856
5276,The City National Bank of Colorado City,Colorado City,TX,3144,799854
13046,The First National Bank in Cooper,Cooper,TX,3149,767152
15820,"American Bank, National Association",Corpus Christi,TX,20241,807955
17652,City National Bank,Corsicana,TX,24367,697950
14898,Community National Bank & Trust of Texas,Corsicana,TX,18185,738769
14302,Stockmens National Bank in Cotulla,Cotulla,TX,14864,818652
17456,Citizens National Bank,Crockett,TX,24085,700252
8515,Citizens National Bank of Crosbyton,Crosbyton,TX,3158,901451
4701,Texas Heritage National Bank,Daingerfield,TX,3161,824653
16320,American Bank National Association,Dallas,TX,21567,494654
15980,"Dallas Capital Bank, National Association",Dallas,TX,20727,384652
15292,Inwood National Bank,Dallas,TX,19080,913753
24467,"T Bank, National Association",Dallas,TX,57703,3284445
23248,"Texas Capital Bank, National Association",Dallas,TX,34383,2618780
20415,Bank of Desoto National Association,Desoto,TX,26542,638355
20026,First National Bank of Dublin,Dublin,TX,26228,648550
7534,The First National Bank of Eagle Lake,Eagle Lake,TX,3179,651952
6112,Newfirst National Bank,El Campo,TX,3183,938859
8575,The First National Bank of Eldorado,Eldorado,TX,3184,665258
12739,The First National Bank of Evant,Evant,TX,3190,379153
14072,The First National Bank in Falfurrias,Falfurrias,TX,14095,442655
8606,The Falls City National Bank,Falls City,TX,3193,441050
25143,"TIB The Independent BankersBank, National Association",Farmers Branch,TX,23647,529958
7045,The First National Bank of Floydada,Floydada,TX,3197,393252
15606,Fort Hood National Bank,Fort Hood,TX,19640,305750
14842,First National Bank of Fort Stockton,Fort Stockton,TX,17913,397456
16226,The National Bank of Texas at Fort Worth,Fort Worth,TX,21329,406059
24397,"Trinity Bank, National Association",Fort Worth,TX,57543,3185896
12308,"Texas Republic Bank, National Association",Frisco,TX,3400,735067
15593,"Hometown Bank, National Association",Galveston,TX,19603,393953
8899,Moody National Bank,Galveston,TX,3210,253356
4097,National United,Gatesville,TX,3214,322056
14012,"Southtrust Bank, National Association",George West,TX,13919,521158
4410,First National Bank of Giddings,Giddings,TX,3217,324153
5741,Gilmer National Bank,Gilmer,TX,3219,323651
5288,The First National Bank of East Texas,Gilmer,TX,3218,445955
3727,The First National Bank of Granbury,Granbury,TX,3228,329952
11642,The Granger National Bank,Granger,TX,3232,272151
12742,The State National Bank of Groom,Groom,TX,3237,460556
14149,Haskell National Bank,Haskell,TX,14399,170257
12995,The First National Bank of Hebbronville,Hebbronville,TX,3248,173959
13443,"VeraBank, National Association",Henderson,TX,3250,56351
23692,First National Bank of Hereford,Hereford,TX,34918,2759629
4900,The Citizens National Bank of Hillsboro,Hillsboro,TX,3255,184656
17002,Community National Bank,Hondo,TX,23431,643452
14351,The Hondo National Bank,Hondo,TX,15345,77253
23521,American First National Bank,Houston,TX,34656,2694681
4865,"Bank of Houston, National Association",Houston,TX,3178,583754
18558,"Golden Bank, National Association",Houston,TX,26223,536059
24338,"Legacy Trust Company, National Association",Houston,TX,57380,2597223
23081,Southwestern National Bank,Houston,TX,34319,2625724
25114,"Texan Bank, National Association",Houston,TX,58671,3640359
10420,"Texas Gulf Bank, National Association",Houston,TX,3206,514655
21008,Unity National Bank of Houston,Houston,TX,26351,853251
11668,"Wells Fargo Bank South Central, National Association",Houston,TX,5146,2362458
6922,The First National Bank of Hughes Springs,Hughes Springs,TX,3268,849357
4208,First National Bank of Huntsville,Huntsville,TX,3269,583352
7814,The Jacksboro National Bank,Jacksboro,TX,3275,924058
5581,"Austin Bank, Texas National Association",Jacksonville,TX,3276,548351
18594,Texas National Bank of Jacksonville,Jacksonville,TX,26181,739355
14886,First National Bank,Jasper,TX,18150,975555
14330,Junction National Bank,Junction,TX,15078,741152
5614,The Karnes County National Bank of Karnes City,Karnes City,TX,3279,979759
5932,The First National Bank of Kemp,Kemp,TX,3281,608451
5750,First National Bank Texas,Killeen,TX,3285,613950
12968,"Kleberg Bank, National Association",Kingsville,TX,3286,556459
24827,The Mint National Bank,Kingwood,TX,58764,3821626
15168,Kress National Bank,Kress,TX,18892,995955
3906,National Bank & Trust,La Grange,TX,3289,792659
15171,First National Bank of Lake Jackson,Lake Jackson,TX,18895,560353
13111,The Lamesa National Bank,Lamesa,TX,3292,623052
12850,The First Liberty National Bank,Liberty,TX,3301,629353
10476,"Texana Bank, National Association",Linden,TX,3302,809650
10598,The First National Bank of Lipan,Lipan,TX,3303,811457
6169,The First National Bank of Livingston,Livingston,TX,3305,630658
17606,Llano National Bank,Llano,TX,24305,946555
13934,First-Lockhart National Bank,Lockhart,TX,13599,631150
8674,"Big Bend Banks, National Association",Marfa,TX,3320,362856
4076,First National Bank of McGregor,Mc Gregor,TX,3330,895055
11879,Texas National Bank,Mercedes,TX,3337,497954
9810,The First National Bank of Mertzon,Mertzon,TX,3339,500256
12190,"Incommons Bank, National Association",Mexia,TX,3342,414858
18054,Community National Bank,Midland,TX,24897,293053
23681,"FirstCapital Bank of Texas, National Association",Midland,TX,35028,2746263
24185,West Texas National Bank,Midland,TX,22957,237066
12437,"Titan Bank, National Association",Mineral Wells,TX,3225,328357
5774,The First National Bank of Moody,Moody,TX,3351,108269
16799,The American National Bank of Mount Pleasant,Mount Pleasant,TX,22942,764067
25053,"Guaranty Bank & Trust, National Association",Mt. Pleasant,TX,1208,112163
14371,"Commercial Bank of Texas, National Association",Nacogdoches,TX,1209,885869
7194,The Morris County National Bank of Naples,Naples,TX,3358,770068
7748,Ozona National Bank,Ozona,TX,3376,780263
17106,Lamar National Bank,Paris,TX,23597,2161
13541,The Liberty National Bank in Paris,Paris,TX,3384,1669
24640,"Texas Citizens Bank, National Association",Pasadena,TX,58319,3440830
11595,The Perryton National Bank,Perryton,TX,3388,8462
17611,Lone Star National Bank,Pharr,TX,24347,842460
14821,First National Bank in Port Lavaca,Port Lavaca,TX,17811,855264
11706,The First National Bank of Quitaque,Quitaque,TX,3401,644963
10646,"BTH Bank, National Association",Quitman,TX,3402,24668
17383,Brazos National Bank,Richwood,TX,24038,863362
23182,First National Bank,Rotan,TX,34455,2490285
14447,Broadway National Bank,San Antonio,TX,15797,474254
17828,Crockett National Bank,San Antonio,TX,24561,1015467
23730,"Lone Star Capital Bank, National Association",San Antonio,TX,35015,2788656
10806,The City National Bank of San Saba,San Saba,TX,5518,714165
13854,The Santa Anna National Bank,Santa Anna,TX,5520,521064
17862,"First Commercial Bank, National Association",Seguin,TX,24603,400365
5628,The First National Bank of Shiner,Shiner,TX,5529,342362
5466,The First National Bank of Sonora,Sonora,TX,5531,591366
18063,First National Bank of South Padre Island,South Padre Island,TX,24902,346566
18609,First National Bank,Spearman,TX,26219,266066
8094,The First National Bank of Stanton,Stanton,TX,5536,458665
9813,The First National Bank of Sterling City,Sterling City,TX,5538,411062
3989,The City National Bank of Sulphur Springs,Sulphur Springs,TX,5544,596062
22807,Texas National Bank,Sweetwater,TX,34014,1435092
8597,The First National Bank of Tahoka,Tahoka,TX,5546,467265
5275,The City National Bank of Taylor,Taylor,TX,5548,181963
13778,"Extraco Banks, National Association",Temple,TX,5551,537560
17043,The American National Bank of Texas,Terrell,TX,23474,599764
15257,Commercial National Bank of Texarkana,Texarkana,TX,19024,794149
16892,Woodforest National Bank,The Woodlands,TX,23220,412751
11019,The First National Bank of Tom Bean,Tom Bean,TX,5557,193162
5737,"CapTex Bank, National Association",Trenton,TX,5558,419460
13706,The First National Bank of Trinity,Trinity,TX,5559,479567
24465,TexStar National Bank,Universal City,TX,57704,3211937
13675,First National Bank of Bosque County,Valley Mills,TX,5564,198961
5203,The Waggoner National Bank of Vernon,Vernon,TX,5569,548267
17319,"American Bank, National Association",Waco,TX,23886,307361
16626,Central National Bank,Waco,TX,22396,428060
5850,First National Bank of Central Texas,Waco,TX,3325,369659
13516,Citizens National Bank of Texas,Waxahachie,TX,5574,552161
2477,The First National Bank of Weatherford,Weatherford,TX,5575,614368
16617,American National Bank & Trust,Wichita Falls,TX,22373,498362
20078,First National Bank,Wichita Falls,TX,26543,375566
5674,First National Bank of Winnsboro,Winnsboro,TX,5590,501767
8694,The Yoakum National Bank,Yoakum,TX,5595,311265
14955,Zapata National Bank,Zapata,TX,18454,218261
2597,"Wells Fargo Trust Company, National Association",Ogden,UT,13718,688079
24908,"Morgan Stanley Bank, N.A.",Salt Lake City,UT,32992,1456501
4341,"Zions Bancorporation, National Association",Salt Lake City,UT,2270,276579
25151,American Express National Bank,Sandy,UT,27471,1394676
9295,First National Bank,Altavista,VA,6811,979629
12229,The National Bank of Blacksburg,Blacksburg,VA,6821,754929
23616,Virginia National Bank,Charlottesville,VA,34755,2708122
9343,American National Bank and Trust Company,Danville,VA,6837,958727
24828,"Capital One Bank (USA), National Association",Glen Allen,VA,33954,2253891
12267,The Old Point National Bank of Phoebus,Hampton,VA,6892,186221
10834,Skyline National Bank,Independence,VA,6861,90328
9924,Powell Valley National Bank,Jonesville,VA,6863,31826
24859,"Cornerstone Bank, National Association",Lexington,VA,58859,3816163
23903,"Blue Ridge Bank, National Association",Martinsville,VA,35274,233527
13688,"Capital One, National Association",McLean,VA,4297,112837
24755,"Chain Bridge Bank, National Association",Mclean,VA,58595,3597211
23702,"Old Point Trust & Financial Services, National Association",Newport News,VA,35248,2797210
24730,Old Dominion National Bank,North Garden,VA,58504,3610718
24858,"New Horizon Bank, National Association",Powhatan,VA,58857,3816154
24522,"HSBC Bank USA, National Association",Tysons,VA,57890,413208
24849,Oak View National Bank,Warrenton,VA,58827,3816190
1368,Community National Bank,Derby,VT,6271,270504
1195,The National Bank of Middlebury,Middlebury,VT,6275,173306
22210,Ledyard National Bank,Norwich,VT,33418,1863097
228,The First National Bank of Orwell,Orwell,VT,6280,177500
25073,"Washington Federal Bank, National Association",Seattle                     ,WA,28088,656377
3956,Baker Boyer National Bank,Walla Walla,WA,2987,69678
25088,Citizens Community Federal National Association,Altoona,WI,57265,962890
22553,American National Bank - Fox Cities,Appleton,WI,33812,2051127
13202,The First National Bank of Bangor,Bangor,WI,5337,627854
2725,The First National Bank and Trust Company,Beloit,WI,5285,207845
14184,First National Bank at Darlington,Darlington,WI,14468,57040
13879,National Exchange Bank and Trust,Fond Du Lac,WI,10044,722544
23695,"Associated Bank, National Association",Green Bay,WI,5296,917742
24107,Nicolet National Bank,Green Bay,WI,57038,2941068
15698,Hiawatha National Bank,Hager City,WI,13058,505550
25201,"Town Bank, National Association",Hartland,WI,34717,2693264
24758,"First American Bank, National Association",Hudson,WI,58593,3595682
4975,"Bank First, National Association",Manitowoc,WI,5304,594947
4137,The Stephenson National Bank and Trust,Marinette,WI,5306,598048
23250,"Associated Trust Company, National Association",Milwaukee,WI,27102,1629903
11412,First National Community Bank,New Richmond,WI,5357,23755
15738,Tri City National Bank,Oak Creek,WI,18922,242444
5658,The Peshtigo National Bank,Peshtigo,WI,5317,257345
15649,"Clare Bank, National Association",Platteville,WI,1022,988144
7087,First National Bank of River Falls,River Falls,WI,5364,956255
14109,National Bank of Commerce,Superior,WI,14266,775456
14150,First National Bank in Tigerton,Tigerton,WI,14400,74449
14807,City National Bank of West Virginia,Charleston,WV,17735,1011526
9610,"Mountain Valley Bank, National Association",Elkins,WV,6786,1011432
8345,The Fayette County National Bank of Fayetteville,Fayetteville,WV,6762,488420
9721,The First National Bank of Peterstown,Peterstown,WV,6787,719030
24010,Security National Trust Co.,Wheeling,WV,57081,2912750
6830,The First National Bank of Williamson,Williamson,WV,6805,917630
15359,Hilltop National Bank,Casper,WY,19184,1454
15158,First National Bank of Gillette,Gillette,WY,18880,890050
18154,Summit National Bank,Hulett,WY,25054,78559
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
